DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
90389717L,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,Sí,Grup A,Clara Martínez Romero,Si,1973-07-09,52,0.05
70806232V,Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,No,Grup A,Arnau Romero,Si,1976-06-24,49,0.05
89141927S,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1642.54,No,Grup B,Eva Ferrer Ferrer,Si,1979-12-24,46,0.035
44346665J,Laia,Romero Martínez,Espanya,València,18,7,1963,Altres,2089.98,No,Grup C,Laia Romero Martínez,Si,1963-07-18,62,0.02
52759329M,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9,No,Grup A,Jordi Martínez Ferrer,Si,1972-02-18,54,0.05
76029605D,Carla,Ferrer García,Espanya,València,25,2,1970,Dona,2564.28,No,Grup C,Carla Ferrer García,Si,1970-02-25,56,0.02
15664344B,Pau,García,Espanya,València,1,3,2000,Home,2437.8,No,Grup C,Pau García,Si,2000-03-01,26,0.02
51635247N,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.35,No,Grup A,Clara Sánchez Castells,Si,1973-10-06,52,0.05
42128077K,Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,No,Grup A,Núria Castells,Si,2001-02-16,25,0.05
53983933P,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3,No,Grup A,Marta Martínez Ferrer,Si,2001-11-02,24,0.05
90464341H,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,No,Grup A,Jordi Ferrer Martínez,Si,1981-11-12,44,0.05
11156851X,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1560.78,Sí,Grup B,Carla Sánchez,Si,1975-08-17,50,0.035
61239482R,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2159.01,No,Grup B,Eva López Sánchez,Si,1987-04-25,39,0.035
95204020C,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8,Sí,Grup A,Oriol Castells Ferrer,Si,1959-10-14,66,0.05
68222849D,Marta,López,Espanya,València,4,11,1971,Dona,2398.02,Sí,Grup C,Marta López,Si,1971-11-04,54,0.02
82495492K,Jordi,García Castells,Espanya,València,4,7,1970,Home,1912.68,Sí,Grup B,Jordi García Castells,Si,1970-07-04,55,0.035
22553315Z,Carla,López,Espanya,València,27,6,1972,Dona,957.6,No,Grup A,Carla López,Si,1972-06-27,53,0.05
50017849P,Núria,Martínez,Espanya,València,26,9,1958,Dona,1978.92,No,Grup B,Núria Martínez,Si,1958-09-26,67,0.035
81908160Z,Toni,Martínez,Espanya,València,13,7,1978,Home,1966.56,Sí,Grup C,Toni Martínez,Si,1978-07-13,47,0.02
93864786W,Marc,Romero,Espanya,València,8,6,1957,Home,832.65,Sí,Grup A,Marc Romero,Si,1957-06-08,68,0.05
39256461F,Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,No,Grup A,Oriol Martínez,Si,1951-07-17,74,0.05
21123762J,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2373.25,No,Grup B,Toni Sánchez Sánchez,Si,1989-01-20,37,0.035
61643122A,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.85,Sí,Grup A,Marta Sánchez,Si,1980-10-28,45,0.05
80132051V,Carla,López,Espanya,València,4,6,1994,Dona,1043.7,Sí,Grup A,Carla López,Si,1994-06-04,31,0.05
36744704Y,Carla,López López,Espanya,València,9,10,1970,Dona,2245.02,No,Grup C,Carla López López,Si,1970-10-09,55,0.02
99934405Q,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,Sí,Grup A,Oriol Martínez Sánchez,Si,1969-09-03,56,0.05
10570045V,Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,No,Grup A,Carla Castells López,Si,1966-10-17,59,0.05
87956285P,Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,Sí,Grup A,Clara García López,Si,1983-01-21,43,0.05
44026048T,Joan,López,Espanya,València,15,10,1982,Home,2370.15,No,Grup B,Joan López,Si,1982-10-15,43,0.035
32095971T,Laia,López López,Espanya,València,8,5,1962,Dona,1281.33,Sí,Grup B,Laia López López,Si,1962-05-08,64,0.035
70201568H,Joan,Martínez Ferrer,Espanya,València,12,3,1964,Home,3137.4,No,Grup D,Joan Martínez Ferrer,Si,1964-03-12,62,0.08
62062006Z,Jordi,Romero,Espanya,València,1,1,1973,Home,2352.12,No,Grup C,Jordi Romero,Si,1973-01-01,53,0.02
73130661B,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,2047.23,Sí,Grup B,Clara Martínez Romero,Si,1975-10-01,50,0.035
70773495X,Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,No,Grup A,Eva Martínez,Si,1970-12-04,55,0.05
83262533Z,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2360.84,Sí,Grup B,Jordi Martínez Ferrer,Si,1950-06-17,75,0.035
83094572C,Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,Sí,Grup A,Carla Sánchez,Si,1981-06-10,44,0.05
22914113G,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.46,No,Grup B,Laia Sánchez Sánchez,Si,1995-09-25,30,0.035
31281157W,Joan,García,Espanya,València,1,4,1977,Home,1670.55,Sí,Grup A,Joan García,Si,1977-04-01,49,0.05
23188733V,Núria,García,Espanya,València,11,4,1993,Dona,838.95,No,Grup A,Núria García,Si,1993-04-11,33,0.05
20335877M,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2116.57,No,Grup B,Arnau García Ferrer,Si,1951-01-20,75,0.035
11305351X,Eva,García,Espanya,València,22,6,1993,Dona,1516.2,No,Grup A,Eva García,Si,1993-06-22,32,0.05
44065719N,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1444.86,Sí,Grup B,Pau Ferrer Ferrer,Si,1991-11-09,34,0.035
99383081M,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,No,Grup A,Oriol Sánchez García,Si,1993-05-21,33,0.05
17088262F,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2160.04,No,Grup B,Eva Sánchez,Si,1971-02-18,55,0.035
31713444D,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,Sí,Grup A,Arnau Romero Martínez,Si,1962-05-07,64,0.05
23333032N,Oriol,Martínez,Espanya,València,21,12,1986,Home,1826.78,No,Grup B,Oriol Martínez,Si,1986-12-21,39,0.035
68438696L,Clara,López Castells,Espanya,València,9,4,1982,Dona,3242.16,No,Grup D,Clara López Castells,Si,1982-04-09,44,0.08
84844149K,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4,No,Grup A,Marc Sánchez Ferrer,Si,1998-04-01,28,0.05
26365080Y,Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,No,Grup A,Anna Sánchez,Si,1988-06-05,37,0.05
55178117L,Marc,García Castells,Espanya,València,20,12,1983,Home,2970.24,Sí,Grup C,Marc García Castells,Si,1983-12-20,42,0.02
22118978G,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,No,Grup A,Núria Ferrer,Si,1995-04-26,31,0.05
29153728J,Joan,Romero García,Espanya,València,4,3,1956,Home,2293.56,No,Grup B,Joan Romero García,Si,1956-03-04,70,0.035
43414375Y,Joan,López,Espanya,València,28,3,1995,Home,2227.32,No,Grup B,Joan López,Si,1995-03-28,31,0.035
20428037K,Anna,García,Espanya,València,22,11,1976,Dona,1605.28,Sí,Grup B,Anna García,Si,1976-11-22,49,0.035
95842086Q,Anna,López López,Espanya,València,7,7,1988,Dona,1375.52,Sí,Grup B,Anna López López,Si,1988-07-07,37,0.035
23931178W,Toni,García,Espanya,València,4,5,1952,Home,1132.95,No,Grup A,Toni García,Si,1952-05-04,74,0.05
42807414J,Laia,Sánchez,Espanya,València,17,7,1967,Dona,2300.1,No,Grup C,Laia Sánchez,Si,1967-07-17,58,0.02
38147748A,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,No,Grup A,Núria Martínez Ferrer,Si,1976-11-04,49,0.05
48749091Z,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,No,Grup A,Oriol Sánchez García,Si,1965-07-16,60,0.05
29019539A,Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,Sí,Grup A,Clara Romero García,Si,1989-02-08,37,0.05
22942395H,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1773.99,No,Grup B,Carla Ferrer Martínez,Si,1992-05-03,34,0.035
82819660N,Michel,Moreau,França,Lió,2,5,1970,Home,850.5,No,Grup A,Michel Moreau,No,1970-05-02,56,0.05
45820844F,Michel,Lefevre,França,Lió,14,1,1985,Home,862.05,Sí,Grup A,Michel Lefevre,No,1985-01-14,41,0.05
76202240S,Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,Sí,Grup A,Louis Moreau,No,1974-02-13,52,0.05
92913286B,Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,No,Grup A,Michel Dubois Dubois,No,1979-09-04,46,0.05
93040786Z,Élise,Dubois,França,Lió,4,12,1950,Dona,1907.4,No,Grup C,Élise Dubois,No,1950-12-04,75,0.02
38127780Y,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,No,Grup A,Louis Dubois Girard,No,1950-11-21,75,0.05
93384627N,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,2030.67,No,Grup B,Camille Moreau Moreau,No,1993-07-16,32,0.035
67762046W,Chloé,Moreau,França,Lió,21,2,1989,Dona,1491.44,No,Grup B,Chloé Moreau,No,1989-02-21,37,0.035
28196940Z,Michel,Moreau,França,Lió,12,12,1992,Home,2072.07,Sí,Grup B,Michel Moreau,No,1992-12-12,33,0.035
76568322R,Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,No,Grup A,Antoine Lefevre,No,1999-06-17,26,0.05
71514483K,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,No,Grup A,Jean Girard Lefevre,No,1960-12-28,65,0.05
58404017Q,Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,Sí,Grup A,Jean Dubois,No,1960-02-13,66,0.05
66129686T,Jean,Dubois,França,Marsella,16,12,1964,Home,1672.65,Sí,Grup A,Jean Dubois,No,1964-12-16,61,0.05
83874145K,Chloé,Lefevre,França,Marsella,10,9,1973,Dona,1967.54,Sí,Grup B,Chloé Lefevre,No,1973-09-10,52,0.035
76101195A,Jean,Lefevre,França,Marsella,8,10,1959,Home,819.0,No,Grup A,Jean Lefevre,No,1959-10-08,66,0.05
12234836K,Chloé,Girard,França,Marsella,17,4,1977,Dona,2054.48,Sí,Grup B,Chloé Girard,No,1977-04-17,49,0.035
80554783G,Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,No,Grup A,Sophie Moreau Dubois,No,1956-04-27,70,0.05
57544317R,Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,Sí,Grup A,Louis Girard Lefevre,No,1983-03-26,43,0.05
89173930Q,Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Dona,1802.97,Sí,Grup B,Sophie Moreau Lefevre,No,1995-01-11,31,0.035
19178233C,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3,No,Grup A,Jean Moreau Girard,No,1989-11-12,36,0.05
74822167B,Antoine,Lefevre,França,Marsella,1,10,1953,Home,1806.07,No,Grup B,Antoine Lefevre,No,1953-10-01,72,0.035
12118177C,Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,No,Grup A,Jean Dubois,No,1970-11-24,55,0.05
21285125Z,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,Sí,Grup A,Chloé Moreau,No,1976-05-05,50,0.05
14532429J,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,2008.94,No,Grup B,Jean Dubois Moreau,No,1967-12-07,58,0.035
83613978F,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1676.7,Sí,Grup B,Antoine Lefevre Girard,No,1981-12-22,44,0.035
51525932J,Michel,Moreau,França,Marsella,27,6,1978,Home,2157.98,Sí,Grup B,Michel Moreau,No,1978-06-27,47,0.035
56029646T,Camille,Girard Lefevre,França,Marsella,7,12,2003,Dona,2495.94,Sí,Grup C,Camille Girard Lefevre,No,2003-12-07,22,0.02
92984183N,Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,No,Grup A,Michel Lefevre,No,1988-01-28,38,0.05
54542153E,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,No,Grup A,Chloé Girard Girard,No,1956-12-17,69,0.05
89245220G,Michel,Lefevre,França,París,21,8,1974,Home,2873.88,No,Grup D,Michel Lefevre,No,1974-08-21,51,0.08
28394981G,Jean,Girard Moreau,França,París,26,9,1991,,1628.05,Sí,Grup B,Jean Girard Moreau,No,1991-09-26,34,0.035
53263676R,Chloé,Girard,França,París,5,10,1952,Dona,778.05,Sí,Grup A,Chloé Girard,No,1952-10-05,73,0.05
30736318Q,Élise,Moreau,França,París,25,7,2001,Dona,976.5,No,Grup A,Élise Moreau,No,2001-07-25,24,0.05
78532778V,Élise,Lefevre,França,París,7,11,1972,Dona,1729.92,Sí,Grup C,Élise Lefevre,No,1972-11-07,53,0.02
29471837G,Camille,Moreau,França,París,6,2,1957,Dona,836.85,No,Grup A,Camille Moreau,No,1957-02-06,69,0.05
88164399Q,Camille,Girard Lefevre,França,París,26,1,2001,Dona,1574.24,Sí,Grup B,Camille Girard Lefevre,No,2001-01-26,25,0.035
94035504X,Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,No,Grup A,Louis Dubois Dubois,No,1964-09-22,61,0.05
14345055N,Michel,Girard Dubois,França,París,9,8,1970,Home,3210.84,No,Grup D,Michel Girard Dubois,No,1970-08-09,55,0.08
72654945E,Michel,Girard,França,París,12,3,2004,Home,1593.9,Sí,Grup A,Michel Girard,No,2004-03-12,22,0.05
32285371X,Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,Sí,Grup A,Louis Lefevre Girard,No,1970-10-23,55,0.05
90836935Y,Élise,Moreau,França,París,9,10,1959,Dona,2149.14,Sí,Grup C,Élise Moreau,No,1959-10-09,66,0.02
30892443R,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,No,Grup A,Élise Moreau Moreau,No,1992-06-10,33,0.05
87316866D,Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1434.3,No,Grup A,Alessia Rossi,No,1989-12-06,36,0.05
98226417L,Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,No,Grup A,Giulia Russo Conti,No,1971-02-25,55,0.05
45888164B,Giulia,Conti,Itàlia,Roma,8,7,1998,Dona,2036.88,Sí,Grup B,Giulia Conti,No,1998-07-08,27,0.035
93759961P,Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,No,Grup A,Alessandro Russo Ferrari,No,1965-08-13,60,0.05
56555741Z,Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Home,1500.75,No,Grup B,Marco Conti Rossi,No,1986-01-04,40,0.035
97143963K,Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Altres,1491.44,Sí,Grup B,Chiara Russo Conti,No,1985-11-06,40,0.035
76257088H,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,Sí,Grup A,Francesca Conti,No,1955-08-10,70,0.05
50496524Y,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1405.53,No,Grup B,Alessia Russo Russo,No,1983-02-14,43,0.035
21774231J,Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1568.7,No,Grup A,Marco Rossi,No,2002-11-03,23,0.05
61746871V,Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,Sí,Grup A,Alessandro Ferrari,No,1972-04-13,54,0.05
96964440V,Marco,Russo,Itàlia,Torí,13,7,1982,Home,2270.79,No,Grup B,Marco Russo,No,1982-07-13,43,0.035
10352133N,Marco,Conti Russo,Itàlia,Torí,28,1,2005,Home,2072.07,No,Grup B,Marco Conti Russo,No,2005-01-28,21,0.035
73587985T,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,Sí,Grup A,Francesca Ferrari,No,1999-03-25,27,0.05
67472696R,Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,No,Grup B,Francesca Ferrari Ferrari,No,1990-04-21,36,0.035
20214876P,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,Sí,Grup A,Alessia Russo,No,1954-11-28,71,0.05
35241609K,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,Sí,Grup A,Francesca Russo,No,1986-11-09,39,0.05
14098793R,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,Sí,Grup A,Alessandro Ferrari,No,2003-07-22,22,0.05
45620823H,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1,No,Grup A,Alessia Russo Russo,No,1995-05-18,31,0.05
85975055P,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1,No,Grup A,Giovanni Rossi Ferrari,No,1991-06-14,34,0.05
25144352S,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,No,Grup A,Francesca Rossi Russo,No,1994-09-01,31,0.05
42177426S,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1519.38,No,Grup B,Giovanni Ferrari,No,1964-02-08,62,0.035
28237150F,Giovanni,Rossi Russo,Itàlia,Torí,10,12,2000,Home,3093.12,Sí,Grup D,Giovanni Rossi Russo,No,2000-12-10,25,0.08
54347378D,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1447.96,Sí,Grup B,Giulia Russo,No,2005-06-14,20,0.035
98288475Z,Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,819.0,Sí,Grup A,Youssef Bennani,No,1957-09-20,68,0.05
99258742G,Amina,Bennani,Marroc,Casablanca,22,10,2004,Dona,3183.84,Sí,Grup D,Amina Bennani,No,2004-10-22,21,0.08
75141877A,Fatima,Fassi,Marroc,Casablanca,18,3,1958,Dona,1194.39,No,Grup B,Fatima Fassi,No,1958-03-18,68,0.035
63099488Q,Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,Sí,Grup A,Youssef Fassi Zahraoui,No,2003-03-08,23,0.05
49061102W,Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Altres,1599.07,Sí,Grup B,Mohamed El Amrani Zahraoui,No,1984-08-12,41,0.035
87981337P,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.35,No,Grup A,Amina Zahraoui Fassi,No,1984-01-20,42,0.05
47351659S,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,Grup A,Salma El Amrani,No,1987-10-12,38,0.05
94310395L,Ali,Bennani,Marroc,Casablanca,22,3,1980,Home,2235.6,Sí,Grup B,Ali Bennani,No,1980-03-22,46,0.035
65339008Z,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,Sí,Grup A,Salma Zahraoui,No,1971-12-20,54,0.05
31059050X,Amina,Fassi,Marroc,Casablanca,13,12,1971,,1533.0,No,Grup A,Amina Fassi,No,1971-12-13,54,0.05
68343127F,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,No,Grup A,Youssef Zahraoui,No,1998-03-02,28,0.05
41366739S,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,Sí,Grup A,Khadija El Amrani,No,1998-09-13,27,0.05
79888539R,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,No,Grup A,Ali Bennani Fassi,No,1983-12-14,42,0.05
18279367H,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,Grup A,Amina Zahraoui Zahraoui,No,1973-04-20,53,0.05
26977768S,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,Grup A,Fatima Zahraoui Zahraoui,No,1993-02-06,33,0.05
86656444H,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1213.02,No,Grup B,Salma Zahraoui,No,1999-04-18,27,0.035
38141675A,Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1513.05,Sí,Grup A,Fatima Fassi,No,2005-11-06,20,0.05
59157262R,Khadija,Bennani Bennani,Marroc,Rabat,20,1,1995,Dona,2012.04,No,Grup B,Khadija Bennani Bennani,No,1995-01-20,31,0.035
57230838V,Khadija,Fassi,Marroc,Rabat,10,5,1970,Dona,1471.77,No,Grup B,Khadija Fassi,No,1970-05-10,56,0.035
64074954W,Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1570.8,No,Grup A,Mohamed Zahraoui,No,1950-11-18,75,0.05
89715580M,Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,No,Grup A,Salma Zahraoui El Amrani,No,1950-09-28,75,0.05
27053674Z,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,Sí,Grup A,Amina El Amrani,No,1959-01-25,67,0.05
72488520Y,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,Sí,Grup A,Youssef Fassi El Amrani,No,1968-05-26,58,0.05
33585026G,Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Home,1847.48,No,Grup B,Youssef El Amrani Fassi,No,1981-10-13,44,0.035
60378955C,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6,No,Grup A,Fatima Zahraoui El Amrani,No,1986-01-27,40,0.05
53822006D,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2201.44,No,Grup B,Ali El Amrani El Amrani,No,1971-05-04,55,0.035
13257049V,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,Sí,Grup A,Youssef Fassi Zahraoui,No,1974-07-13,51,0.05
78697534Q,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1334.55,Sí,Grup A,Omar Zahraoui Zahraoui,No,1983-07-01,42,0.05
77665617B,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,No,Grup A,Youssef Bennani El Amrani,No,1960-09-05,65,0.05
55802716W,Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1607.55,No,Grup A,Miguel González,No,2002-03-22,24,0.05
57340670Z,Gabriela,González,Mèxic,Ciutat de Mèxic,17,6,1955,Dona,1668.42,Sí,Grup B,Gabriela González,No,1955-06-17,70,0.035
32044922L,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,7,5,1980,Dona,2403.12,No,Grup C,Gabriela Ramírez González,No,1980-05-07,46,0.02
52655443Q,Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Sí,Grup A,Gabriela Cruz González,No,1955-01-03,71,0.05
83710837G,José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Home,1735.7,No,Grup B,José González Ramírez,No,1955-03-02,71,0.035
81992107P,María,Cruz,Mèxic,Ciutat de Mèxic,14,3,1958,Dona,2865.24,Sí,Grup D,María Cruz,No,1958-03-14,68,0.08
91287275Z,Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Dona,1243.03,Sí,Grup B,Luisa González Cruz,No,1990-11-20,35,0.035
16777341F,José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,Grup A,José González,No,1973-08-16,52,0.05
72888019J,María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Dona,1671.52,No,Grup B,María González Hernández,No,1965-07-14,60,0.035
64394445D,Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Dona,1623.92,Sí,Grup B,Gabriela Ramírez,No,1990-02-19,36,0.035
44505750Y,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1262.7,No,Grup B,Gabriela Ramírez González,No,1988-03-26,38,0.035
81156988L,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2122.78,No,Grup B,Miguel González Cruz,No,1965-08-07,60,0.035
73829702G,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,Grup A,Miguel Ramírez,No,2005-04-26,21,0.05
97687146Q,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.4,No,Grup B,Gabriela González Cruz,No,1985-02-20,41,0.035
93347578D,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,Grup A,José Cruz González,No,1983-10-24,42,0.05
94224511S,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6,Sí,Grup A,Camila Cruz Cruz,No,1954-07-19,71,0.05
92292409L,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Sí,Grup A,Carlos Ramírez Cruz,No,1971-12-28,54,0.05
93782971H,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,Grup A,Luisa González Hernández,No,2005-04-19,21,0.05
94364172S,Andrés,Hernández Hernández,Mèxic,Ciutat de Mèxic,11,12,1983,Home,2215.44,No,Grup C,Andrés Hernández Hernández,No,1983-12-11,42,0.02
26804172P,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.85,Sí,Grup A,Andrés Ramírez Hernández,No,1956-09-02,69,0.05
86981189A,Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1228.5,Sí,Grup A,Camila Hernández Ramírez,No,1996-12-17,29,0.05
43485739Q,Andrés,González,Mèxic,Guadalajara,26,2,1992,Home,2358.76,Sí,Grup B,Andrés González,No,1992-02-26,34,0.035
53037156T,José,Ramírez Hernández,Mèxic,Guadalajara,11,6,1966,Home,1967.58,No,Grup C,José Ramírez Hernández,No,1966-06-11,59,0.02
80377928E,José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6,No,Grup A,José Hernández,No,1992-01-12,34,0.05
90781919E,Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,Grup A,Miguel González,No,1955-09-15,70,0.05
89271483K,Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Dona,1917.85,No,Grup B,Camila Ramírez González,No,1965-04-10,61,0.035
66183009R,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Sí,Grup A,Miguel Cruz,No,1955-09-28,70,0.05
93868679R,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3,Sí,Grup A,María Cruz,No,1978-06-23,47,0.05
75949005H,María,Cruz,Mèxic,Guadalajara,27,1,1963,Dona,2461.26,No,Grup C,María Cruz,No,1963-01-27,63,0.02
44245943V,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,Grup A,Gabriela Cruz,No,1955-01-27,71,0.05
86198614J,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,Grup A,Camila Cruz Cruz,No,1952-01-02,74,0.05
20554785E,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1794.69,No,Grup B,Andrés González,No,1977-10-13,48,0.035
25380605S,Luisa,Ramírez,Mèxic,Guadalajara,8,6,1984,Dona,1897.2,No,Grup C,Luisa Ramírez,No,1984-06-08,41,0.02
