id,name,surname,phone,email,birth_date,country,city,postal_code,address,signup_date,user_segment,income_band
2636,Mrsxxw,Jkraaffi,+46-146-8639,mrsxxw.jkraaffi@example.com,"Dec 11, 1963",Canada,Ottawa,K1A 0A1,174 Jkraaffi St,2013-10-17,established,low
2654,Mufmwj,Sywiafnz,+33-133-1347,mufmwj.sywiafnz@example.com,"Mar 12, 1968",Canada,Kitchener,N2A 0A1,883 Sywiafnz St,2013-07-15,occasional,low
2661,Srhpcd,Gegngqrc,+54-559-7769,srhpcd.gegngqrc@example.com,"Oct 26, 1983",Canada,Edmonton,T5A 0A1,471 Gegngqrc St,2014-07-13,occasional,low
2672,Tdpyie,Cqmlufhg,+89-119-7195,tdpyie.cqmlufhg@example.com,"Jun 18, 1963",Canada,Kitchener,N2A 0A1,105 Cqmlufhg St,2015-07-03,established,medium
2673,Mswavj,Jhqswkng,+55-328-6497,mswavj.jhqswkng@example.com,"Feb 16, 1982",United States,Dallas,75201,30 Jhqswkng St,2014-04-24,premium,high
2688,Gliaex,Bzpuntwl,+97-957-3913,gliaex.bzpuntwl@example.com,"Jul 20, 1955",Canada,Montreal,H1A 0A1,273 Bzpuntwl St,2015-03-17,established,high
2693,Loxsqz,Xglzdqbv,+72-706-5233,loxsqz.xglzdqbv@example.com,"Sep 2, 1966",United States,Dallas,75201,955 Xglzdqbv St,2015-04-13,established,low
2697,Kiodya,Efjtkozn,+39-308-1794,kiodya.efjtkozn@example.com,"Apr 27, 1982",Canada,Hamilton,L8E 0A1,587 Efjtkozn St,2014-03-10,occasional,medium
2700,Cfwltk,Ymwxmpqu,+51-789-4819,cfwltk.ymwxmpqu@example.com,"Nov 6, 1972",United States,Los Angeles,90001,362 Ymwxmpqu St,2014-03-19,occasional,medium
2705,Mpvxzm,Qavjhvpo,+41-203-1452,mpvxzm.qavjhvpo@example.com,"Mar 14, 1966",Canada,Toronto,M5A 1A1,551 Qavjhvpo St,2014-10-28,established,low
2711,Hadixg,Ipfuhgub,+59-401-3365,hadixg.ipfuhgub@example.com,"Jun 12, 1959",Canada,Calgary,T1Y 0A1,365 Ipfuhgub St,2014-03-24,established,medium
2713,Pojiuy,Zeznkinj,+48-602-6913,pojiuy.zeznkinj@example.com,"Nov 4, 1961",United States,San Diego,92101,812 Zeznkinj St,2013-09-19,established,high
2722,Oswtcn,Puzourfx,+71-765-1435,oswtcn.puzourfx@example.com,"Mar 14, 1951",United States,Phoenix,85001,653 Puzourfx St,2014-06-26,occasional,low
2723,Ulnmpg,Ukgnfrjh,+81-414-6272,ulnmpg.ukgnfrjh@example.com,"Dec 21, 1952",Canada,Winnipeg,R2C 0A1,765 Ukgnfrjh St,2014-07-03,premium,very_high
2727,Ffbwrh,Erudfwuk,+88-757-9301,ffbwrh.erudfwuk@example.com,"Jul 13, 1970",Canada,Toronto,M5A 1A1,151 Erudfwuk St,2016-01-16,frequent_shopper,medium
2734,Spdvex,Obwhipau,+40-736-2670,spdvex.obwhipau@example.com,"Sep 23, 1989",United States,San Diego,92101,187 Obwhipau St,2013-07-20,premium,very_high
2742,Gfochm,Txonqqdd,+50-958-1591,gfochm.txonqqdd@example.com,"Nov 7, 1954",United States,Houston,77001,320 Txonqqdd St,2014-03-07,established,low
2746,Sliygw,Jevwmssx,+33-285-2961,sliygw.jevwmssx@example.com,"Jan 13, 1954",United States,San Jose,95101,667 Jevwmssx St,2015-01-06,established,medium
2747,Rkrudg,Appjfidz,+36-420-8994,rkrudg.appjfidz@example.com,"Aug 27, 1964",Canada,Hamilton,L8E 0A1,911 Appjfidz St,2013-06-14,established,medium
2756,Xjglnt,Lugpkvvn,+65-497-6914,xjglnt.lugpkvvn@example.com,"Aug 28, 1965",Canada,Ottawa,K1A 0A1,270 Lugpkvvn St,2013-12-31,occasional,high
2764,Lmluap,Qtftgztc,+45-210-1177,lmluap.qtftgztc@example.com,"Jul 9, 1990",Canada,Quebec City,G1A 0A1,369 Qtftgztc St,2014-07-08,young_professional,high
2767,Szvdps,Juvjrsnv,+43-496-3751,szvdps.juvjrsnv@example.com,"Aug 28, 1957",United States,Philadelphia,19101,456 Juvjrsnv St,2015-02-01,established,low
2771,Tnxvwf,Ojpaweyo,+40-368-4257,tnxvwf.ojpaweyo@example.com,"May 17, 1977",Canada,Ottawa,K1A 0A1,157 Ojpaweyo St,2014-06-17,premium,very_high
2777,Bhbvsb,Kiizmsgz,+38-136-7334,bhbvsb.kiizmsgz@example.com,"Jul 10, 1993",Canada,Calgary,T1Y 0A1,95 Kiizmsgz St,2014-04-28,young_professional,low
2784,Zcdvgr,Wtjufjqh,+66-221-1434,zcdvgr.wtjufjqh@example.com,"Jan 4, 1992",United States,New York,10001,260 Wtjufjqh St,2014-03-11,young_professional,high
2787,Wozqus,Sgtrnsud,+86-331-6426,wozqus.sgtrnsud@example.com,"Feb 27, 2004",United States,Dallas,75201,430 Sgtrnsud St,2013-04-14,young_professional,medium
2788,Fjnqfu,Cwqwmzxv,+64-754-7792,fjnqfu.cwqwmzxv@example.com,"Mar 4, 1950",United States,Houston,77001,669 Cwqwmzxv St,2015-02-26,established,medium
2789,Sgobop,Boexluhr,+77-269-7404,sgobop.boexluhr@example.com,"Jun 17, 1974",Canada,Hamilton,L8E 0A1,356 Boexluhr St,2013-10-11,young_professional,high
2790,Xfrszl,Tgbnusxq,+72-757-2398,xfrszl.tgbnusxq@example.com,"Nov 21, 1957",United States,San Antonio,78201,221 Tgbnusxq St,2014-10-21,occasional,low
2793,Spvtxf,Mplpgmnt,+31-615-2312,spvtxf.mplpgmnt@example.com,"Aug 13, 1962",Canada,Calgary,T1Y 0A1,835 Mplpgmnt St,2015-05-16,established,high
2795,Tecfzz,Neslcjiq,+64-714-9985,tecfzz.neslcjiq@example.com,"Jul 18, 1956",Canada,Quebec City,G1A 0A1,816 Neslcjiq St,2013-05-20,occasional,low
2797,Supewt,Gtwspbbd,+39-281-8813,supewt.gtwspbbd@example.com,"May 3, 1984",United States,Houston,77001,214 Gtwspbbd St,2014-04-21,young_professional,low
2799,Sptxhe,Tnysybpu,+90-591-8150,sptxhe.tnysybpu@example.com,"Apr 26, 1981",United States,Houston,77001,63 Tnysybpu St,2014-07-12,frequent_shopper,low
2800,Ishzob,Bemaszvc,+89-682-5443,ishzob.bemaszvc@example.com,"Nov 23, 1964",United States,Chicago,60601,655 Bemaszvc St,2015-06-02,occasional,medium
2801,Cqcjlz,Uxilrdrh,+36-407-1569,cqcjlz.uxilrdrh@example.com,"Dec 7, 1956",United States,Philadelphia,19101,942 Uxilrdrh St,2015-01-18,established,high
2802,Wrsykx,Bjcnaupd,+50-100-1440,wrsykx.bjcnaupd@example.com,"Dec 5, 1987",United States,Phoenix,85001,823 Bjcnaupd St,2014-11-26,occasional,medium
2807,Egbxwu,Rsjbesbo,+33-235-7196,egbxwu.rsjbesbo@example.com,"Jun 22, 1992",Canada,Ottawa,K1A 0A1,698 Rsjbesbo St,2014-02-21,family,medium
2809,Lmcbci,Qdbecarh,+63-616-9623,lmcbci.qdbecarh@example.com,"May 22, 1980",United States,San Antonio,78201,941 Qdbecarh St,2014-12-16,premium,very_high
2823,Yhngoa,Tkttmiiy,+60-522-6088,yhngoa.tkttmiiy@example.com,"Sep 20, 1958",United States,San Antonio,78201,637 Tkttmiiy St,2014-04-10,occasional,high
2825,Rcmihj,Nukbofac,+71-802-8162,rcmihj.nukbofac@example.com,"Feb 14, 1991",United States,Philadelphia,19101,512 Nukbofac St,2013-03-23,young_professional,medium
2843,Uakbrr,Qcaflmle,+69-257-8987,uakbrr.qcaflmle@example.com,"Sep 28, 1956",United States,Chicago,60601,209 Qcaflmle St,2015-01-21,occasional,medium
2853,Xljhaa,Sivclodd,+78-894-7800,xljhaa.sivclodd@example.com,"Dec 13, 1997",Canada,Vancouver,V5K 0A1,668 Sivclodd St,2013-02-17,premium,very_high
2877,Hppkau,Ktygspol,+84-933-4764,hppkau.ktygspol@example.com,"Jun 9, 1953",Canada,Winnipeg,R2C 0A1,821 Ktygspol St,2013-12-03,occasional,high
2881,Rvnobe,Arenslam,+44-234-7244,rvnobe.arenslam@example.com,"Feb 10, 1990",Canada,Toronto,M5A 1A1,103 Arenslam St,2013-05-27,occasional,medium
2886,Cosfco,Obbpilmc,+62-957-4486,cosfco.obbpilmc@example.com,"Feb 24, 1950",Canada,Ottawa,K1A 0A1,264 Obbpilmc St,2015-04-17,occasional,medium
2891,Tlugup,Hthvbvgv,+66-302-4744,tlugup.hthvbvgv@example.com,"Dec 7, 1991",United States,New York,10001,918 Hthvbvgv St,2013-10-14,young_professional,high
2903,Nzojej,Immxtcfv,+34-647-1120,nzojej.immxtcfv@example.com,"May 17, 1985",Canada,Edmonton,T5A 0A1,315 Immxtcfv St,2013-01-22,young_professional,medium
2910,Hjecol,Mnmsfpvk,+58-311-5761,hjecol.mnmsfpvk@example.com,"Feb 12, 2006",Canada,Hamilton,L8E 0A1,811 Mnmsfpvk St,2014-07-20,young_professional,medium
2911,Pfzcyh,Jkblrnul,+73-218-8592,pfzcyh.jkblrnul@example.com,"Feb 2, 1955",Canada,Montreal,H1A 0A1,28 Jkblrnul St,2013-10-04,occasional,medium
2914,Uwyxuu,Exdinpfc,+42-575-5885,uwyxuu.exdinpfc@example.com,"Feb 23, 1979",Canada,Quebec City,G1A 0A1,724 Exdinpfc St,2014-10-26,premium,high
2915,Iommxj,Golhqamr,+79-638-5209,iommxj.golhqamr@example.com,"Apr 17, 1964",Canada,Kitchener,N2A 0A1,406 Golhqamr St,2015-01-04,occasional,low
2918,Vzkfna,Vynqeqmo,+35-634-4315,vzkfna.vynqeqmo@example.com,"May 1, 1973",United States,Dallas,75201,653 Vynqeqmo St,2013-09-21,premium,very_high
2926,Rcjifk,Zxgjtaqr,+94-284-4767,rcjifk.zxgjtaqr@example.com,"Aug 6, 1959",United States,San Antonio,78201,558 Zxgjtaqr St,2014-06-26,occasional,low
2932,Uffqfm,Tlbuqvjn,+34-117-7402,uffqfm.tlbuqvjn@example.com,"May 7, 1958",United States,Los Angeles,90001,125 Tlbuqvjn St,2013-01-25,established,medium
2934,Fqbiyj,Poyrjamn,+49-991-9753,fqbiyj.poyrjamn@example.com,"Feb 22, 1984",Canada,Calgary,T1Y 0A1,176 Poyrjamn St,2013-05-21,young_professional,high
2939,Tcrczd,Pvvagjuo,+69-960-4452,tcrczd.pvvagjuo@example.com,"Dec 18, 1968",United States,Phoenix,85001,57 Pvvagjuo St,2013-05-08,occasional,high
2966,Ngvgkt,Urfilmoh,+60-900-6684,ngvgkt.urfilmoh@example.com,"Dec 23, 2000",Canada,Winnipeg,R2C 0A1,113 Urfilmoh St,2014-07-01,student,medium
2972,Bsvaey,Vurzdgui,+55-740-8733,bsvaey.vurzdgui@example.com,"Nov 11, 1957",Canada,Winnipeg,R2C 0A1,198 Vurzdgui St,2013-09-22,established,high
2974,Psucxo,Xtepnrip,+79-786-5850,psucxo.xtepnrip@example.com,"Dec 17, 1977",Canada,Edmonton,T5A 0A1,119 Xtepnrip St,2013-09-17,occasional,medium
2981,Smtlcb,Hhryfkmg,+58-895-5608,smtlcb.hhryfkmg@example.com,"Nov 1, 1991",Canada,Ottawa,K1A 0A1,258 Hhryfkmg St,2013-12-21,young_professional,medium
2993,Ikhxqe,Zlmjuiub,+35-658-7269,ikhxqe.zlmjuiub@example.com,"Jun 23, 1961",Canada,Toronto,M5A 1A1,535 Zlmjuiub St,2014-11-16,established,medium
2994,Lkqybt,Vanzxfhg,+36-444-4720,lkqybt.vanzxfhg@example.com,"Apr 6, 1954",Canada,Hamilton,L8E 0A1,775 Vanzxfhg St,2013-03-24,established,medium
2997,Irasja,Ncqbxxbj,+78-500-9311,irasja.ncqbxxbj@example.com,"Feb 12, 1996",Canada,Hamilton,L8E 0A1,1 Ncqbxxbj St,2015-07-25,frequent_shopper,low
3001,Fxlzrn,Sahwolii,+77-751-9196,fxlzrn.sahwolii@example.com,"Dec 21, 1980",United States,San Antonio,78201,237 Sahwolii St,2014-01-15,frequent_shopper,high
3005,Qwigxe,Anzwefpq,+82-622-9661,qwigxe.anzwefpq@example.com,"Nov 22, 2005",Canada,Winnipeg,R2C 0A1,892 Anzwefpq St,2014-03-26,premium,high
3016,Lcplkx,Wkunnydx,+98-827-7615,lcplkx.wkunnydx@example.com,"Aug 3, 1976",United States,San Diego,92101,839 Wkunnydx St,2015-07-16,occasional,medium
3018,Uhfrvt,Tygdysvu,+35-801-1429,uhfrvt.tygdysvu@example.com,"Jul 24, 1955",Canada,Montreal,H1A 0A1,522 Tygdysvu St,2015-06-23,established,medium
3019,Gfdhtn,Ohdkfxjv,+32-784-2912,gfdhtn.ohdkfxjv@example.com,"Dec 2, 2005",Canada,Edmonton,T5A 0A1,368 Ohdkfxjv St,2017-05-10,frequent_shopper,high
3026,Qpnqus,Rdmluewg,+30-950-7331,qpnqus.rdmluewg@example.com,"Dec 22, 1971",United States,Los Angeles,90001,713 Rdmluewg St,2013-11-17,occasional,medium
3032,Iebyxm,Kyuofjfn,+89-771-9776,iebyxm.kyuofjfn@example.com,"Mar 2, 1982",Canada,Montreal,H1A 0A1,843 Kyuofjfn St,2015-02-20,family,medium
3035,Dyyxlp,Mmzbplhy,+64-344-7767,dyyxlp.mmzbplhy@example.com,"May 6, 1996",United States,Philadelphia,19101,150 Mmzbplhy St,2013-11-09,frequent_shopper,high
3038,Pqdjbp,Tmoyybxd,+87-727-2818,pqdjbp.tmoyybxd@example.com,"May 13, 1994",United States,Los Angeles,90001,93 Tmoyybxd St,2013-07-02,family,medium
3046,Jfgsna,Udbasgjr,+63-704-9927,jfgsna.udbasgjr@example.com,"Nov 20, 1970",United States,Los Angeles,90001,773 Udbasgjr St,2013-01-10,premium,high
3057,Sudzhl,Hqlwlpkb,+58-697-1505,sudzhl.hqlwlpkb@example.com,"Nov 22, 1952",United States,New York,10001,150 Hqlwlpkb St,2014-10-22,established,high
3062,Iwqdmk,Yflxqxfw,+96-220-3974,iwqdmk.yflxqxfw@example.com,"May 5, 1960",United States,Houston,77001,855 Yflxqxfw St,2014-02-16,established,medium
3063,Antzhc,Crjpttif,+68-126-5299,antzhc.crjpttif@example.com,"Oct 23, 1996",Canada,Edmonton,T5A 0A1,950 Crjpttif St,2015-04-27,family,medium
3066,Usgigs,Mgnokpvs,+77-237-6971,usgigs.mgnokpvs@example.com,"Jul 27, 1963",Canada,Vancouver,V5K 0A1,340 Mgnokpvs St,2013-07-24,occasional,high
3082,Gjlhri,Rsqpowky,+35-132-5253,gjlhri.rsqpowky@example.com,"May 12, 1999",Canada,Ottawa,K1A 0A1,836 Rsqpowky St,2013-01-12,student,medium
3084,Igrvvg,Ftglmzvv,+51-152-3463,igrvvg.ftglmzvv@example.com,"Feb 8, 1981",United States,San Antonio,78201,54 Ftglmzvv St,2015-04-30,young_professional,high
3089,Mazgbp,Jshcqpvu,+84-438-6685,mazgbp.jshcqpvu@example.com,"Jan 22, 1990",Canada,Ottawa,K1A 0A1,298 Jshcqpvu St,2015-05-23,frequent_shopper,high
3092,Vzytmj,Puqbgazo,+94-836-3906,vzytmj.puqbgazo@example.com,"Oct 26, 1952",United States,San Diego,92101,643 Puqbgazo St,2013-08-29,established,medium
3096,Osrsou,Urshacyx,+43-467-4835,osrsou.urshacyx@example.com,"Jan 2, 1980",Canada,Ottawa,K1A 0A1,592 Urshacyx St,2016-01-25,frequent_shopper,medium
3099,Zgadzu,Edyzqxvw,+91-278-4176,zgadzu.edyzqxvw@example.com,"May 9, 2001",United States,New York,10001,603 Edyzqxvw St,2013-03-29,frequent_shopper,high
3104,Thqwdm,Uwmobaow,+77-877-4103,thqwdm.uwmobaow@example.com,"Jun 4, 1986",United States,Houston,77001,569 Uwmobaow St,2013-11-21,premium,very_high
3106,Fmojje,Vhmkkfdq,+52-993-9278,fmojje.vhmkkfdq@example.com,"May 28, 2004",United States,Philadelphia,19101,670 Vhmkkfdq St,2014-10-30,student,low
3111,Gkukew,Xocorqbh,+95-440-8984,gkukew.xocorqbh@example.com,"Mar 4, 1983",United States,San Antonio,78201,500 Xocorqbh St,2014-10-21,frequent_shopper,medium
3114,Grnbfc,Sdvuncwi,+31-948-5417,grnbfc.sdvuncwi@example.com,"Oct 9, 1995",United States,Philadelphia,19101,770 Sdvuncwi St,2014-03-28,young_professional,high
3115,Hpatdn,Naaeitwd,+33-362-9603,hpatdn.naaeitwd@example.com,"May 26, 1973",Canada,Kitchener,N2A 0A1,282 Naaeitwd St,2013-05-21,family,medium
3116,Xfoswb,Ufnukrqo,+40-702-5294,xfoswb.ufnukrqo@example.com,"Aug 2, 1976",United States,Dallas,75201,136 Ufnukrqo St,2014-07-22,premium,very_high
3119,Lamdjb,Tiksyzvy,+63-299-2662,lamdjb.tiksyzvy@example.com,"Apr 21, 1973",United States,Los Angeles,90001,388 Tiksyzvy St,2014-04-16,family,medium
3122,Fpsuvi,Ldhdxqaa,+53-780-3763,fpsuvi.ldhdxqaa@example.com,"Oct 15, 1990",Canada,Kitchener,N2A 0A1,293 Ldhdxqaa St,2014-12-30,frequent_shopper,high
3130,Ennoak,Lysunxqp,+46-436-9506,ennoak.lysunxqp@example.com,"Sep 28, 1985",United States,Chicago,60601,79 Lysunxqp St,2013-01-23,frequent_shopper,medium
3131,Jzfnzs,Cikkotcq,+92-364-4689,jzfnzs.cikkotcq@example.com,"Jun 3, 1995",Canada,Calgary,T1Y 0A1,505 Cikkotcq St,2015-07-18,occasional,medium
3135,Lguxnt,Yptccukd,+60-567-6019,lguxnt.yptccukd@example.com,"Aug 12, 2002",United States,Houston,77001,802 Yptccukd St,2014-03-28,frequent_shopper,high
3136,Nytyhf,Miseqsec,+90-883-3673,nytyhf.miseqsec@example.com,"Jan 10, 1976",United States,San Jose,95101,465 Miseqsec St,2014-06-17,young_professional,medium
3140,Llkfkf,Iqylunpj,+33-229-5627,llkfkf.iqylunpj@example.com,"Apr 7, 1973",Canada,Ottawa,K1A 0A1,298 Iqylunpj St,2015-03-21,family,low
3141,Iswvzp,Jbafnwvq,+43-113-1746,iswvzp.jbafnwvq@example.com,"Mar 4, 1992",Canada,Edmonton,T5A 0A1,923 Jbafnwvq St,2015-05-21,family,medium
3144,Atmqoi,Yzgpldmu,+84-766-7579,atmqoi.yzgpldmu@example.com,"Nov 19, 1997",Canada,Toronto,M5A 1A1,175 Yzgpldmu St,2013-10-30,young_professional,low
3145,Hharqy,Xvsowret,+86-771-7138,hharqy.xvsowret@example.com,"Nov 15, 1955",Canada,Ottawa,K1A 0A1,150 Xvsowret St,2013-08-15,established,medium
3151,Wdnwic,Onomefgy,+37-921-9289,wdnwic.onomefgy@example.com,"Jun 27, 1993",United States,Philadelphia,19101,460 Onomefgy St,2013-01-13,frequent_shopper,medium
3159,Bwfkqq,Anjxgzou,+95-328-2960,bwfkqq.anjxgzou@example.com,"Jun 1, 1995",United States,San Diego,92101,947 Anjxgzou St,2013-01-31,frequent_shopper,high
3163,Mizmqs,Xjacixme,+79-801-3434,mizmqs.xjacixme@example.com,"Feb 20, 1953",United States,San Jose,95101,589 Xjacixme St,2013-06-15,occasional,medium
3165,Advpyh,Rbkmkyat,+34-222-2734,advpyh.rbkmkyat@example.com,"Oct 22, 1950",United States,Chicago,60601,671 Rbkmkyat St,2013-04-10,occasional,high
3182,Owhzay,Nxsyljrg,+87-655-9669,owhzay.nxsyljrg@example.com,"Aug 5, 1968",United States,San Antonio,78201,173 Nxsyljrg St,2013-06-11,occasional,medium
3184,Cndmdx,Imrolcbi,+86-289-2422,cndmdx.imrolcbi@example.com,"Sep 10, 1998",United States,Philadelphia,19101,168 Imrolcbi St,2013-10-01,young_professional,high
3194,Wkeqfc,Yfriulgd,+46-562-7897,wkeqfc.yfriulgd@example.com,"Apr 25, 1966",Canada,Edmonton,T5A 0A1,785 Yfriulgd St,2015-07-29,occasional,medium
3198,Kmvxkt,Ukoyrjhf,+77-413-2115,kmvxkt.ukoyrjhf@example.com,"Sep 27, 1959",United States,Chicago,60601,254 Ukoyrjhf St,2014-03-14,established,medium
3199,Pzjehu,Vzcjttpg,+65-832-4923,pzjehu.vzcjttpg@example.com,"Jul 5, 1979",Canada,Edmonton,T5A 0A1,752 Vzcjttpg St,2013-08-23,occasional,medium
3204,Nuhuwv,Hrrqkqtn,+70-561-6485,nuhuwv.hrrqkqtn@example.com,"Jul 6, 1978",Canada,Montreal,H1A 0A1,210 Hrrqkqtn St,2013-04-28,premium,high
3215,Rgzsmy,Skucbbcs,+46-258-1807,rgzsmy.skucbbcs@example.com,"May 6, 1995",Canada,Winnipeg,R2C 0A1,89 Skucbbcs St,2015-03-26,frequent_shopper,high
3223,Ptsinf,Umgbfqmb,+80-920-9847,ptsinf.umgbfqmb@example.com,"Mar 22, 1997",Canada,Montreal,H1A 0A1,950 Umgbfqmb St,2014-11-08,young_professional,high
3229,Rowwvz,Rbdxkogb,+98-260-4424,rowwvz.rbdxkogb@example.com,"Dec 9, 1963",Canada,Quebec City,G1A 0A1,246 Rbdxkogb St,2015-05-18,premium,very_high
3231,Jdfmju,Yjvjvobx,+98-791-6334,jdfmju.yjvjvobx@example.com,"Feb 11, 1966",United States,Chicago,60601,897 Yjvjvobx St,2014-01-22,established,medium
3239,Fwsdlt,Bdjlnzfh,+75-873-9728,fwsdlt.bdjlnzfh@example.com,"Mar 26, 1985",Canada,Quebec City,G1A 0A1,376 Bdjlnzfh St,2013-07-01,young_professional,medium
3240,Otmlwz,Dxagautb,+69-829-3058,otmlwz.dxagautb@example.com,"Apr 2, 1982",Canada,Ottawa,K1A 0A1,253 Dxagautb St,2014-02-13,premium,very_high
3248,Fglvqi,Lyklvdha,+91-672-9674,fglvqi.lyklvdha@example.com,"Mar 21, 1969",Canada,Montreal,H1A 0A1,934 Lyklvdha St,2013-08-18,established,high
3251,Pvomjh,Hapevgzg,+94-581-6336,pvomjh.hapevgzg@example.com,"Apr 18, 1963",United States,San Jose,95101,205 Hapevgzg St,2015-02-23,established,high
3257,Wuhpht,Ktjyoklf,+34-792-7185,wuhpht.ktjyoklf@example.com,"Jun 18, 1992",United States,San Jose,95101,315 Ktjyoklf St,2014-11-29,premium,high
3260,Nucvss,Osqgudzd,+94-125-4405,nucvss.osqgudzd@example.com,"Apr 5, 1951",United States,Dallas,75201,452 Osqgudzd St,2014-11-13,occasional,high
3270,Trnsqf,Dhnnrmti,+61-125-9270,trnsqf.dhnnrmti@example.com,"Aug 4, 1988",United States,Houston,77001,638 Dhnnrmti St,2014-11-05,family,medium
3275,Zdpfcp,Vhmisnmi,+59-236-2808,zdpfcp.vhmisnmi@example.com,"Oct 15, 1978",United States,Los Angeles,90001,172 Vhmisnmi St,2014-10-27,premium,high
3279,Kqugcc,Mxhspnlc,+61-486-4535,kqugcc.mxhspnlc@example.com,"Dec 5, 1956",Canada,Edmonton,T5A 0A1,377 Mxhspnlc St,2015-01-26,occasional,medium
3280,Oioknk,Chvfjvtq,+53-233-1538,oioknk.chvfjvtq@example.com,"Aug 13, 2006",United States,Philadelphia,19101,615 Chvfjvtq St,2014-12-21,young_professional,medium
3289,Atqbnq,Guyjmwdp,+92-672-8106,atqbnq.guyjmwdp@example.com,"Dec 23, 1954",Canada,Ottawa,K1A 0A1,224 Guyjmwdp St,2014-10-09,occasional,high
3291,Qnfcsk,Zbbtoqbx,+57-745-4671,qnfcsk.zbbtoqbx@example.com,"Jul 17, 1976",United States,Los Angeles,90001,328 Zbbtoqbx St,2013-06-09,young_professional,high
3294,Ptkvtj,Ehhvrfye,+95-677-4526,ptkvtj.ehhvrfye@example.com,"Mar 23, 1981",United States,Houston,77001,463 Ehhvrfye St,2014-12-30,occasional,medium
3296,Coxhwd,Pmhovwdw,+58-508-1159,coxhwd.pmhovwdw@example.com,"Nov 15, 1988",United States,Los Angeles,90001,232 Pmhovwdw St,2013-02-28,occasional,medium
3300,Petvka,Bxsjisxi,+31-115-1088,petvka.bxsjisxi@example.com,"Dec 28, 1993",United States,Houston,77001,43 Bxsjisxi St,2014-05-04,premium,very_high
3301,Vjhrgj,Elzixrkl,+73-350-6052,vjhrgj.elzixrkl@example.com,"Apr 18, 2004",United States,Dallas,75201,716 Elzixrkl St,2013-07-24,premium,high
3304,Kefdxq,Vxuubihh,+72-756-6214,kefdxq.vxuubihh@example.com,"Nov 12, 1985",United States,Philadelphia,19101,750 Vxuubihh St,2013-08-06,frequent_shopper,medium
3315,Kxsjzj,Swphkdvi,+48-784-6861,kxsjzj.swphkdvi@example.com,"Nov 25, 1980",Canada,Winnipeg,R2C 0A1,714 Swphkdvi St,2014-09-23,young_professional,high
3320,Gruqnz,Yklktuyw,+93-545-9131,gruqnz.yklktuyw@example.com,"Oct 15, 1992",Canada,Ottawa,K1A 0A1,668 Yklktuyw St,2014-03-10,family,medium
3348,Wxqafh,Wafrlsbg,+92-904-9951,wxqafh.wafrlsbg@example.com,"Aug 26, 1959",Canada,Winnipeg,R2C 0A1,954 Wafrlsbg St,2013-10-05,established,medium
3350,Wsokyk,Enolxugd,+98-428-4948,wsokyk.enolxugd@example.com,"Aug 10, 1998",United States,Phoenix,85001,180 Enolxugd St,2013-12-28,young_professional,high
3354,Zakgdd,Feehfkyt,+33-243-6027,zakgdd.feehfkyt@example.com,"Feb 9, 1999",United States,Dallas,75201,579 Feehfkyt St,2014-05-22,student,medium
3355,Ujwjnf,Ifzgliby,+65-803-4131,ujwjnf.ifzgliby@example.com,"Mar 6, 1997",United States,San Jose,95101,261 Ifzgliby St,2014-04-01,family,medium
3359,Ldmqru,Rnefyrqn,+68-511-1031,ldmqru.rnefyrqn@example.com,"Dec 3, 1988",Canada,Kitchener,N2A 0A1,799 Rnefyrqn St,2014-02-16,young_professional,medium
3361,Ffbxbg,Ktdtzrzu,+63-627-3585,ffbxbg.ktdtzrzu@example.com,"Dec 4, 1974",Canada,Kitchener,N2A 0A1,543 Ktdtzrzu St,2014-11-18,frequent_shopper,high
3369,Jruzfm,Nchaxfrv,+51-548-6457,jruzfm.nchaxfrv@example.com,"Mar 7, 2000",Canada,Winnipeg,R2C 0A1,617 Nchaxfrv St,2014-12-01,student,medium
3373,Zskbbv,Jezyxwgw,+84-718-5675,zskbbv.jezyxwgw@example.com,"Mar 22, 1966",Canada,Hamilton,L8E 0A1,898 Jezyxwgw St,2014-11-17,established,low
3375,Luzzfk,Adpwqiru,+39-891-8231,luzzfk.adpwqiru@example.com,"Nov 2, 1972",Canada,Kitchener,N2A 0A1,723 Adpwqiru St,2013-01-05,occasional,medium
3390,Nexqit,Dnfdpnjx,+35-581-4553,nexqit.dnfdpnjx@example.com,"Jul 12, 1999",United States,San Antonio,78201,109 Dnfdpnjx St,2013-09-05,young_professional,low
3391,Vsuqvk,Runcwzal,+48-242-7586,vsuqvk.runcwzal@example.com,"Aug 27, 1983",United States,New York,10001,541 Runcwzal St,2015-01-08,family,medium
3399,Paofoq,Mvcaskzn,+89-357-3855,paofoq.mvcaskzn@example.com,"Nov 22, 1991",Canada,Edmonton,T5A 0A1,690 Mvcaskzn St,2013-10-04,premium,very_high
3401,Nocrwj,Bhaotgcg,+50-993-5769,nocrwj.bhaotgcg@example.com,"Jun 6, 1982",United States,Phoenix,85001,550 Bhaotgcg St,2014-07-28,premium,high
3414,Phunkw,Oghwxata,+76-459-7688,phunkw.oghwxata@example.com,"Feb 4, 1998",Canada,Quebec City,G1A 0A1,352 Oghwxata St,2014-12-15,family,low
3415,Yicnun,Cxruurux,+91-521-3449,yicnun.cxruurux@example.com,"Feb 23, 2003",United States,San Diego,92101,173 Cxruurux St,2013-01-03,student,low
3416,Gsrero,Zhutunve,+32-359-6172,gsrero.zhutunve@example.com,"Nov 11, 1976",United States,Houston,77001,295 Zhutunve St,2014-03-04,premium,high
